recorded_utc,recorded_wib,timestamp_source,event_date,source,url,event_id,event_label,event_text,event_code,event_root_code,actor1,actor2,country,goldstein_scale,num_mentions,num_sources,num_articles,avg_tone,dedup_key,news_id
2025-10-24 13:45:00+00:00,2025-10-24 13:45:00+00:00,DATEADDED_UTC,2025-10-24,cbsnews.com,https://www.cbsnews.com/news/ukraine-russia-war-zelenskyy-eu-nato-partners-london-putin-missiles-sanctions/,1270469543,UKRAINE 100 RUSSIA,actor1 UKRAINE actor2 RUSSIA event_code 100 event_root_code 10 country UP,100,10,UKRAINE,RUSSIA,UP,-5.0,8,1,8,-3.22274881516587,1270469543,1270469543
2025-10-24 14:30:00+00:00,2025-10-24 14:30:00+00:00,DATEADDED_UTC,2025-10-24,justsecurity.org,https://www.justsecurity.org/123144/supreme-court-trump-military-police-state/,1270477402,CONGRESS 172,actor1 CONGRESS actor2 event_code 172 event_root_code 17 country US,172,17,CONGRESS,,US,-5.0,10,1,10,-3.30827067669173,1270477402,1270477402
2025-10-24 15:15:00+00:00,2025-10-24 15:15:00+00:00,DATEADDED_UTC,2025-10-24,perthnow.com.au,https://www.perthnow.com.au/news/crime/man-who-dumped-uk-couple-in-suitcases-given-42-years-c-20461376,1270485834,COLOMBIAN 190 LONDON,actor1 COLOMBIAN actor2 LONDON event_code 190 event_root_code 19 country UK,190,19,COLOMBIAN,LONDON,UK,-10.0,30,3,30,-15.3433057071626,1270485834,1270485834
2025-10-24 15:30:00+00:00,2025-10-24 15:30:00+00:00,DATEADDED_UTC,2025-10-24,dailymail.co.uk,https://www.dailymail.co.uk/sciencetech/article-15224301/What-REALLY-killed-Napoleons-army-fled-Russia-Study-soldiers-teeth-finds-two-deadly-pathogens-ravaged-French-troops-amid-doomed-invasion.html,1270489380,RUSSIAN 190 FRENCH,actor1 RUSSIAN actor2 FRENCH event_code 190 event_root_code 19 country RS,190,19,RUSSIAN,FRENCH,RS,-10.0,8,1,8,-12.542372881356,1270489380,1270489380
2025-10-24 16:45:00+00:00,2025-10-24 16:45:00+00:00,DATEADDED_UTC,2025-10-24,news.webindia123.com,https://news.webindia123.com/news/Articles/World/20251024/4376109.html,1270501204,DEPARTMENT OF DEFENSE 138,actor1 DEPARTMENT OF DEFENSE actor2 event_code 138 event_root_code 13 country CH,138,13,DEPARTMENT OF DEFENSE,,CH,-7.0,10,1,10,-0.28901734104046,1270501204,1270501204
2025-10-24 16:45:00+00:00,2025-10-24 16:45:00+00:00,DATEADDED_UTC,2025-10-24,yahoo.com,https://www.yahoo.com/news/articles/blood-tests-show-highest-levels-162046899.html,1270501547,AIR FORCE 190,actor1 AIR FORCE actor2 event_code 190 event_root_code 19 country US,190,19,AIR FORCE,,US,-10.0,6,2,6,-2.21477607061131,1270501547,1270501547
2025-10-24 17:15:00+00:00,2025-10-24 17:15:00+00:00,DATEADDED_UTC,2025-10-24,thehoya.com,https://thehoya.com/news/nato-diplomat-advocates-cooperation-amid-global-conflicts/,1270505633,112 NATO,actor1 actor2 NATO event_code 112 event_root_code 11 country US,112,11,,NATO,US,-2.0,6,1,6,-2.18023255813953,1270505633,1270505633
2025-10-24 17:30:00+00:00,2025-10-24 17:30:00+00:00,DATEADDED_UTC,2025-10-24,arabnews.com,https://www.arabnews.com/node/2620124/world,1270508577,LONDON 193 UNITED KINGDOM,actor1 LONDON actor2 UNITED KINGDOM event_code 193 event_root_code 19 country UK,193,19,LONDON,UNITED KINGDOM,UK,-10.0,10,1,10,-6.58227848101265,1270508577,1270508577
2025-10-24 17:30:00+00:00,2025-10-24 17:30:00+00:00,DATEADDED_UTC,2025-10-24,wbt.com,https://wbt.com/1521968/federal-judges-overseeing-nc-redistricting-lawsuits-seek-information-about-new-map/,1270508961,HIGH COURT 114,actor1 HIGH COURT actor2 event_code 114 event_root_code 11 country US,114,11,HIGH COURT,,US,-2.0,10,1,10,-6.55430711610487,1270508961,1270508961
2025-10-24 17:30:00+00:00,2025-10-24 17:30:00+00:00,DATEADDED_UTC,2025-10-24,yahoo.com,https://www.yahoo.com/news/articles/know-donald-trump-immigration-enforcement-165000087.html,1270509769,CHICAGO 193 PROTESTER,actor1 CHICAGO actor2 PROTESTER event_code 193 event_root_code 19 country US,193,19,CHICAGO,PROTESTER,US,-10.0,8,1,8,-4.38092502154553,1270509769,1270509769
2025-10-24 17:45:00+00:00,2025-10-24 17:45:00+00:00,DATEADDED_UTC,2025-10-24,thisislocallondon.co.uk,https://www.thisislocallondon.co.uk/news/25570531.catford-stabbings-sadiq-khan-questions-man-left-dead/,1270510790,100 MAYOR,actor1 actor2 MAYOR event_code 100 event_root_code 10 country UK,100,10,,MAYOR,UK,-5.0,10,1,10,-5.90551181102362,1270510790,1270510790
2025-10-24 18:30:00+00:00,2025-10-24 18:30:00+00:00,DATEADDED_UTC,2025-10-24,yahoo.com,https://www.yahoo.com/news/articles/why-jess-phillips-must-resign-162251469.html,1270518953,MEMBER OF PARLIAMENT 1821 GANG,actor1 MEMBER OF PARLIAMENT actor2 GANG event_code 1821 event_root_code 18 country UK,1821,18,MEMBER OF PARLIAMENT,GANG,UK,-9.0,10,1,10,-8.86699507389161,1270518953,1270518953
2025-10-24 18:45:00+00:00,2025-10-24 18:45:00+00:00,DATEADDED_UTC,2025-10-24,asbarez.com,https://asbarez.com/dozens-protesting-gyumri-mayors-arrest-prosecuted/,1270520854,PROTESTER 175,actor1 PROTESTER actor2 event_code 175 event_root_code 17 country AM,175,17,PROTESTER,,AM,-9.0,10,1,10,-10.0511073253833,1270520854,1270520854
2025-10-24 19:45:00+00:00,2025-10-24 19:45:00+00:00,DATEADDED_UTC,2025-10-24,torontosun.com,https://torontosun.com/news/local-news/exclusive-alleged-brampton-killer-gofundme,1270529900,TORONTO 193 GUNMAN,actor1 TORONTO actor2 GUNMAN event_code 193 event_root_code 19 country CA,193,19,TORONTO,GUNMAN,CA,-10.0,7,1,7,-2.24719101123596,1270529900,1270529900
2025-10-24 20:00:00+00:00,2025-10-24 20:00:00+00:00,DATEADDED_UTC,2025-10-24,k97fm.iheart.com,https://k97fm.iheart.com/content/2025-10-24-wells-fargo-to-pay-85m-for-alleged-fake-interviews-with-diverse-candidates/,1270533397,CALIFORNIA 120 WELLS FARGO,actor1 CALIFORNIA actor2 WELLS FARGO event_code 120 event_root_code 12 country,120,12,CALIFORNIA,WELLS FARGO,,-4.0,10,1,10,-6.48148148148148,1270533397,1270533397
2025-10-24 20:30:00+00:00,2025-10-24 20:30:00+00:00,DATEADDED_UTC,2025-10-24,winknews.com,https://www.winknews.com/wink_investigations/funding-questions-raised-after-homeowners-denied-for-elevate-florida-program/article_085445ca-8a74-4d16-899b-4a1989a14efb.html,1270536474,GOVERNMENT 160 FLORIDA,actor1 GOVERNMENT actor2 FLORIDA event_code 160 event_root_code 16 country US,160,16,GOVERNMENT,FLORIDA,US,-4.0,5,1,5,-1.17340286831812,1270536474,1270536474
2025-10-24 20:45:00+00:00,2025-10-24 20:45:00+00:00,DATEADDED_UTC,2025-10-24,news18.com,https://www.news18.com/agency-feeds/us-says-it-now-plans-to-deport-abrego-garcia-to-liberia-as-soon-as-oct-31-9657245.html,1270539408,THE US 130 LIBERIA,actor1 THE US actor2 LIBERIA event_code 130 event_root_code 13 country LI,130,13,THE US,LIBERIA,LI,-4.4,7,2,7,-5.42962492821955,1270539408,1270539408
2025-10-24 21:00:00+00:00,2025-10-24 21:00:00+00:00,DATEADDED_UTC,2025-10-24,yahoo.com,https://www.yahoo.com/news/articles/trump-using-130-million-anonymous-202930288.html,1270540615,ARMY 110,actor1 ARMY actor2 event_code 110 event_root_code 11 country US,110,11,ARMY,,US,-2.0,10,1,10,0.81967213114754,1270540615,1270540615
2025-10-24 21:30:00+00:00,2025-10-24 21:30:00+00:00,DATEADDED_UTC,2025-10-24,nbcconnecticut.com,https://www.nbcconnecticut.com/news/national-international/us-aircraft-carrier-strike-group-caribbean/3656156/,1270543692,AIRCRAFT CARRIER 195,actor1 AIRCRAFT CARRIER actor2 event_code 195 event_root_code 19 country US,195,19,AIRCRAFT CARRIER,,US,-10.0,5,1,5,-5.15463917525773,1270543692,1270543692
2025-10-24 23:00:00+00:00,2025-10-24 23:00:00+00:00,DATEADDED_UTC,2025-10-24,bostonherald.com,https://www.bostonherald.com/2025/10/24/indicted-suffolk-county-sheriff-steven-tompkins-wants-evidence-tossed-in-pot-extortion-case/,1270553652,ATTORNEY 110 ATTORNEY,actor1 ATTORNEY actor2 ATTORNEY event_code 110 event_root_code 11 country US,110,11,ATTORNEY,ATTORNEY,US,-2.0,6,1,6,-7.63473053892216,1270553652,1270553652
2025-10-25 00:00:00+00:00,2025-10-25 00:00:00+00:00,DATEADDED_UTC,2025-10-25,790waeb.iheart.com,https://790waeb.iheart.com/content/2025-10-24-pentagon-to-use-130-million-anonymous-donation-to-pay-military-members/,1270559773,ROMINA 100 CONGRESS,actor1 ROMINA actor2 CONGRESS event_code 100 event_root_code 10 country,100,10,ROMINA,CONGRESS,,-5.0,15,1,15,2.15517241379311,1270559773,1270559773
2025-10-25 00:00:00+00:00,2025-10-25 00:00:00+00:00,DATEADDED_UTC,2025-10-25,haitisun.com,http://www.haitisun.com/news/278654993/trumps-war-on-drugs-could-flood-eu-with-narcotics-german-official,1270560026,AMERICAN 190 COLOMBIA,actor1 AMERICAN actor2 COLOMBIA event_code 190 event_root_code 19 country US,190,19,AMERICAN,COLOMBIA,US,-10.0,16,1,16,-14.1623229083133,1270560026,1270560026
2025-10-25 00:15:00+00:00,2025-10-25 00:15:00+00:00,DATEADDED_UTC,2025-10-25,thereporter.com,https://www.thereporter.com/2025/10/24/government-shutdown-federal-employee-worries/,1270561264,EMPLOYEE 100 ADMINISTRATION,actor1 EMPLOYEE actor2 ADMINISTRATION event_code 100 event_root_code 10 country US,100,10,EMPLOYEE,ADMINISTRATION,US,-5.0,10,1,10,-3.4957627118644,1270561264,1270561264
2025-10-25 01:45:00+00:00,2025-10-25 01:45:00+00:00,DATEADDED_UTC,2025-10-25,stripes.com,https://www.stripes.com/branches/air_force/2025-10-24/fe-warren-afb-death-identified-19532553.html,1270572968,190 AIRMAN,actor1 actor2 AIRMAN event_code 190 event_root_code 19 country US,190,19,,AIRMAN,US,-10.0,10,1,10,-8.93141945773525,1270572968,1270572968
2025-10-25 01:45:00+00:00,2025-10-25 01:45:00+00:00,DATEADDED_UTC,2025-10-25,myfox28columbus.com,https://myfox28columbus.com/news/local/dc-police-detained-man-for-protesting-ohio-national-guard-with-darth-vader-song-lawsuit,1270574065,OHIO 140 POLICE,actor1 OHIO actor2 POLICE event_code 140 event_root_code 14 country US,140,14,OHIO,POLICE,US,-6.5,6,1,6,-4.53172205438067,1270574065,1270574065
2025-10-25 02:00:00+00:00,2025-10-25 02:00:00+00:00,DATEADDED_UTC,2025-10-25,cbsnews.com,https://www.cbsnews.com/news/trump-offshore-oil-leases-us-coastlines/,1270574813,ADMINISTRATION 172,actor1 ADMINISTRATION actor2 event_code 172 event_root_code 17 country US,172,17,ADMINISTRATION,,US,-5.0,8,1,8,-2.46768507638073,1270574813,1270574813
2025-10-25 02:00:00+00:00,2025-10-25 02:00:00+00:00,DATEADDED_UTC,2025-10-25,newkerala.com,https://www.newkerala.com/news/o/17th-national-rozgar-mela-51000-candidates-receive-appointment-letters-592,1270574829,MINIST 173 AHMEDABAD,actor1 MINIST actor2 AHMEDABAD event_code 173 event_root_code 17 country IN,173,17,MINIST,AHMEDABAD,IN,-5.0,6,1,6,4.67032967032967,1270574829,1270574829
2025-10-25 02:00:00+00:00,2025-10-25 02:00:00+00:00,DATEADDED_UTC,2025-10-25,pjmedia.com,https://pjmedia.com/david-solway-2/2025/10/24/doug-ford-ontarios-albatross-n4945235,1270574862,INDUSTRY MINIST 1383 COMPANY,actor1 INDUSTRY MINIST actor2 COMPANY event_code 1383 event_root_code 13 country US,1383,13,INDUSTRY MINIST,COMPANY,US,-7.0,6,1,6,-4.52586206896552,1270574862,1270574862
2025-10-25 02:15:00+00:00,2025-10-25 02:15:00+00:00,DATEADDED_UTC,2025-10-25,wcbm.com,https://wcbm.com/national-headline/pakistani-national-sentenced-to-40-years-for-smuggling-cruise-missiles-warhead/,1270576415,THE US 100 NAVY,actor1 THE US actor2 NAVY event_code 100 event_root_code 10 country US,100,10,THE US,NAVY,US,-5.0,10,1,10,-4.39330543933055,1270576415,1270576415
2025-10-25 03:15:00+00:00,2025-10-25 03:15:00+00:00,DATEADDED_UTC,2025-10-25,timesofsandiego.com,https://timesofsandiego.com/crime/2025/10/24/poway-councilman-recall-election-charged-bribery-perjury/,1270580832,PROSECUTOR 173 UNITED STATES,actor1 PROSECUTOR actor2 UNITED STATES event_code 173 event_root_code 17 country US,173,17,PROSECUTOR,UNITED STATES,US,-5.0,6,1,6,-7.08154506437768,1270580832,1270580832
2025-10-25 03:30:00+00:00,2025-10-25 03:30:00+00:00,DATEADDED_UTC,2025-10-25,aliran.com,https://aliran.com/civil-society-voices/protest-trumps-attendance-at-asean-summit-and-condemn-us-imperialism,1270581875,INTERNATIONAL MONETARY FUND 150 MILITARY,actor1 INTERNATIONAL MONETARY FUND actor2 MILITARY event_code 150 event_root_code 15 country BX,150,15,INTERNATIONAL MONETARY FUND,MILITARY,BX,-7.2,8,1,8,-4.30958663148636,1270581875,1270581875
2025-10-25 05:15:00+00:00,2025-10-25 05:15:00+00:00,DATEADDED_UTC,2025-10-25,klif.com,https://www.klif.com/news/maduro-us-fabricating-war-amid-carrier-deployment/,1270590413,VENEZUELAN 112 UNITED STATES,actor1 VENEZUELAN actor2 UNITED STATES event_code 112 event_root_code 11 country US,112,11,VENEZUELAN,UNITED STATES,US,-2.0,6,1,6,-6.15384615384615,1270590413,1270590413
2025-10-25 05:30:00+00:00,2025-10-25 05:30:00+00:00,DATEADDED_UTC,2025-10-25,tribune.com.pk,https://tribune.com.pk/story/2574120/gunmen-abduct-18-labourers-in-khuzdar,1270591847,ARMED MEN 190 COMPANY,actor1 ARMED MEN actor2 COMPANY event_code 190 event_root_code 19 country,190,19,ARMED MEN,COMPANY,,-10.0,10,1,10,-8.2039911308204,1270591847,1270591847
2025-10-25 07:15:00+00:00,2025-10-25 07:15:00+00:00,DATEADDED_UTC,2025-10-25,ynetnews.com,https://www.ynetnews.com/magazine/article/hjtltatrll,1270601675,TERRORIST 180,actor1 TERRORIST actor2 event_code 180 event_root_code 18 country IS,180,18,TERRORIST,,IS,-9.0,8,1,8,-5.62378797672915,1270601675,1270601675
2025-10-25 08:15:00+00:00,2025-10-25 08:15:00+00:00,DATEADDED_UTC,2025-10-25,newsday.co.tt,https://newsday.co.tt/2025/10/25/protesters-condemn-us-imperial-arrogance-in-caribbean/,1270606990,THE US 141 THE US,actor1 THE US actor2 THE US event_code 141 event_root_code 14 country SP,141,14,THE US,THE US,SP,-6.5,5,1,5,-7.81841109709962,1270606990,1270606990
2025-10-25 09:45:00+00:00,2025-10-25 09:45:00+00:00,DATEADDED_UTC,2025-10-25,birminghammail.co.uk,https://www.birminghammail.co.uk/news/uk-news/two-migrants-sent-france-government-32747971,1270616058,HIGH COURT 190 MIGRANT,actor1 HIGH COURT actor2 MIGRANT event_code 190 event_root_code 19 country FR,190,19,HIGH COURT,MIGRANT,FR,-10.0,20,1,10,-3.78548895899054,1270616058,1270616058
2025-10-25 10:00:00+00:00,2025-10-25 10:00:00+00:00,DATEADDED_UTC,2025-10-25,kotatv.com,https://www.kotatv.com/2025/10/25/oglala-sioux-tribe-files-suit-against-federal-government/,1270618044,SIOUX 115 GOVERNMENT,actor1 SIOUX actor2 GOVERNMENT event_code 115 event_root_code 11 country,115,11,SIOUX,GOVERNMENT,,-2.0,10,1,10,-3.77358490566037,1270618044,1270618044
2025-10-25 11:30:00+00:00,2025-10-25 11:30:00+00:00,DATEADDED_UTC,2025-10-25,metro.co.uk,https://metro.co.uk/2025/10/25/prince-andrews-past-catching-him-amid-palace-pressure-royal-lodge-24521902/,1270626650,PRINCE 111,actor1 PRINCE actor2 event_code 111 event_root_code 11 country US,111,11,PRINCE,,US,-2.0,5,1,5,-0.76263107721639,1270626650,1270626650
2025-10-25 11:30:00+00:00,2025-10-25 11:30:00+00:00,DATEADDED_UTC,2025-10-25,yahoo.com,https://www.yahoo.com/news/articles/us-china-seek-avoid-trade-101703943.html,1270626931,KUALA LUMPUR 164 CHINA,actor1 KUALA LUMPUR actor2 CHINA event_code 164 event_root_code 16 country CH,164,16,KUALA LUMPUR,CHINA,CH,-7.0,5,1,5,-1.43295803480041,1270626931,1270626931
2025-10-25 11:45:00+00:00,2025-10-25 11:45:00+00:00,DATEADDED_UTC,2025-10-25,bankingnews.gr,https://www.bankingnews.gr/index.php?id=834043,1270628608,UKRAINE 120 NATO,actor1 UKRAINE actor2 NATO event_code 120 event_root_code 12 country UP,120,12,UKRAINE,NATO,UP,-4.0,6,1,6,0.0939849624060205,1270628608,1270628608
2025-10-25 12:00:00+00:00,2025-10-25 12:00:00+00:00,DATEADDED_UTC,2025-10-25,irishexaminer.com,https://www.irishexaminer.com/world/arid-41730594.html,1270629719,THE EU 172 AIRLINE,actor1 THE EU actor2 AIRLINE event_code 172 event_root_code 17 country UK,172,17,THE EU,AIRLINE,UK,-5.0,10,1,10,-9.47368421052632,1270629719,1270629719
2025-10-25 12:15:00+00:00,2025-10-25 12:15:00+00:00,DATEADDED_UTC,2025-10-25,newsweek.com,https://www.newsweek.com/who-is-winning-new-jersey-election-what-polls-show-10-days-out-10926460,1270631170,GOVERNOR 173,actor1 GOVERNOR actor2 event_code 173 event_root_code 17 country US,173,17,GOVERNOR,,US,-5.0,8,1,8,-0.2749770852429,1270631170,1270631170
2025-10-25 12:15:00+00:00,2025-10-25 12:15:00+00:00,DATEADDED_UTC,2025-10-25,punchng.com,https://punchng.com/photos-protest-rocks-apc-headquarters-over-kayode-ojos-ekiti-primary-exclusion/,1270631424,CONGRESS 111 NIGERIA,actor1 CONGRESS actor2 NIGERIA event_code 111 event_root_code 11 country NI,111,11,CONGRESS,NIGERIA,NI,-2.0,8,1,8,-0.21505376344086,1270631424,1270631424
2025-10-25 12:30:00+00:00,2025-10-25 12:30:00+00:00,DATEADDED_UTC,2025-10-25,yahoo.com,https://www.yahoo.com/news/articles/trumps-federal-crackdown-looks-5-100146212.html,1270632931,PRESIDENT 154,actor1 PRESIDENT actor2 event_code 154 event_root_code 15 country US,154,15,PRESIDENT,,US,-7.2,8,1,8,-5.48159749412686,1270632931,1270632931
2025-10-25 13:00:00+00:00,2025-10-25 13:00:00+00:00,DATEADDED_UTC,2025-10-25,motor1.com:443,https://www.motor1.com:443/news/776922/denver-cop-misreads-plates-gives-ticket/,1270635946,JUDGE 100,actor1 JUDGE actor2 event_code 100 event_root_code 10 country US,100,10,JUDGE,,US,-5.0,5,1,5,-4.69543147208122,1270635946,1270635946
2025-10-25 13:30:00+00:00,2025-10-25 13:30:00+00:00,DATEADDED_UTC,2025-10-25,en.tempo.co,https://en.tempo.co/read/2060300/us-sanctions-colombian-president-citing-failure-in-drug-war,1270638718,112 MILITARY,actor1 actor2 MILITARY event_code 112 event_root_code 11 country US,112,11,,MILITARY,US,-2.0,6,1,6,-6.31136044880786,1270638718,1270638718
2025-10-25 14:45:00+00:00,2025-10-25 14:45:00+00:00,DATEADDED_UTC,2025-10-25,globalsecurity.org,https://www.globalsecurity.org/wmd/library/news/pakistan/2025/pakistan-251024-pakistan-mfab01.htm,1270647179,EMBASSY 161,actor1 EMBASSY actor2 event_code 161 event_root_code 16 country AF,161,16,EMBASSY,,AF,-4.0,8,1,8,0.0846740050804402,1270647179,1270647179
2025-10-25 16:15:00+00:00,2025-10-25 16:15:00+00:00,DATEADDED_UTC,2025-10-25,freemalaysiatoday.com,https://www.freemalaysiatoday.com/category/nation/2025/10/25/what-to-expect-at-the-asean-summit,1270656376,ASEAN 112 MALAYSIA,actor1 ASEAN actor2 MALAYSIA event_code 112 event_root_code 11 country MY,112,11,ASEAN,MALAYSIA,MY,-2.0,8,1,8,0.50761421319797,1270656376,1270656376
2025-10-25 16:15:00+00:00,2025-10-25 16:15:00+00:00,DATEADDED_UTC,2025-10-25,dailypost.ng,https://dailypost.ng/2025/10/25/police-nab-suspected-kidnapper-rescue-two-abducted-children-in-bauchi/,1270656609,INTELLIGENCE 192 DETECTIVE,actor1 INTELLIGENCE actor2 DETECTIVE event_code 192 event_root_code 19 country,192,19,INTELLIGENCE,DETECTIVE,,-9.5,15,2,15,-6.87413782520345,1270656609,1270656609
2025-10-25 17:45:00+00:00,2025-10-25 17:45:00+00:00,DATEADDED_UTC,2025-10-25,islamicinvitationturkey.com,https://www.islamicinvitationturkey.com/venezuelas-black-gold-hidden-motive-behind-washingtons-pressure-on-caracas/,1270665927,VENEZUELA 1384 PRESIDENT,actor1 VENEZUELA actor2 PRESIDENT event_code 1384 event_root_code 13 country US,1384,13,VENEZUELA,PRESIDENT,US,-7.0,8,1,8,-3.41880341880342,1270665927,1270665927
2025-10-25 18:15:00+00:00,2025-10-25 18:15:00+00:00,DATEADDED_UTC,2025-10-25,thehindu.com,https://www.thehindu.com/news/cities/Delhi/court-slaps-6-lakh-fine-on-litigant-dismisses-over-ex-cjis-comments/article70202383.ece,1270668701,RANA 130 JUDGE,actor1 RANA actor2 JUDGE event_code 130 event_root_code 13 country,130,13,RANA,JUDGE,,-4.4,10,1,10,-4.67836257309942,1270668701,1270668701
2025-10-25 18:30:00+00:00,2025-10-25 18:30:00+00:00,DATEADDED_UTC,2025-10-25,palsolidarity.org,https://palsolidarity.org/2025/10/62444/,1270669655,ARMY 139 SETTLER,actor1 ARMY actor2 SETTLER event_code 139 event_root_code 13 country IS,139,13,ARMY,SETTLER,IS,-7.0,8,1,8,-11.0086767895879,1270669655,1270669655
2025-10-25 19:00:00+00:00,2025-10-25 19:00:00+00:00,DATEADDED_UTC,2025-10-25,upi.com,https://www.upi.com/Top_News/World-News/2025/10/25/ukraine-russian-air-assault/7361761414508/,1270671841,THE EUROPEAN UNION 163 RUSSIAN,actor1 THE EUROPEAN UNION actor2 RUSSIAN event_code 163 event_root_code 16 country RS,163,16,THE EUROPEAN UNION,RUSSIAN,RS,-8.0,8,1,8,-7.22891566265061,1270671841,1270671841
2025-10-25 22:15:00+00:00,2025-10-25 22:15:00+00:00,DATEADDED_UTC,2025-10-25,1057thehawk.com,https://1057thehawk.com/ixp/385/p/nj-sig-sauer-lawsuit/,1270686580,POLICE 190 LIEUTENANT,actor1 POLICE actor2 LIEUTENANT event_code 190 event_root_code 19 country US,190,19,POLICE,LIEUTENANT,US,-10.0,5,1,5,-3.62622036262204,1270686580,1270686580
2025-10-25 23:15:00+00:00,2025-10-25 23:15:00+00:00,DATEADDED_UTC,2025-10-25,yahoo.com,https://www.yahoo.com/news/articles/ken-la-bastide-column-national-221800641.html,1270689834,COMMENTATOR 130 INDIANA,actor1 COMMENTATOR actor2 INDIANA event_code 130 event_root_code 13 country US,130,13,COMMENTATOR,INDIANA,US,-4.4,6,1,6,-0.879120879120881,1270689834,1270689834
2025-10-26 00:00:00+00:00,2025-10-26 00:00:00+00:00,DATEADDED_UTC,2025-10-26,northern-times.co.uk,https://www.northern-times.co.uk/news/national/article/labour-not-bold-enough-says-powell-as-she-becomes-deputy-leader-143641/,1270691901,110 GOVERNMENT,actor1 actor2 GOVERNMENT event_code 110 event_root_code 11 country UK,110,11,,GOVERNMENT,UK,-2.0,10,1,10,-2.834008097166,1270691901,1270691901
2025-10-26 00:00:00+00:00,2025-10-26 00:00:00+00:00,DATEADDED_UTC,2025-10-26,foxreno.com,https://foxreno.com/news/nation-world/mass-shooing-robeson-county-maxton-saturday-morning-dixon-drive-victims-suspect-injured-mug-shot-tips-update,1270692302,AUTHORITIES 193,actor1 AUTHORITIES actor2 event_code 193 event_root_code 19 country,193,19,AUTHORITIES,,,-10.0,5,1,5,-8.13008130081301,1270692302,1270692302
2025-10-26 00:00:00+00:00,2025-10-26 00:00:00+00:00,DATEADDED_UTC,2025-10-26,thedailystar.net,https://www.thedailystar.net/business/global-economy/news/india-can-switch-russian-crude-cost-analysts-4018951,1270692358,MINIST 163 WASHINGTON,actor1 MINIST actor2 WASHINGTON event_code 163 event_root_code 16 country US,163,16,MINIST,WASHINGTON,US,-8.0,5,1,5,-3.08943089430895,1270692358,1270692358
2025-10-26 00:45:00+00:00,2025-10-26 00:45:00+00:00,DATEADDED_UTC,2025-10-26,hindustantimes.com,https://www.hindustantimes.com/trending/us/timothy-mellon-5-facts-about-mystery-donor-who-gave-130-million-to-support-us-military-101761418002670.html,1270696316,114 DEFENSE SECRETARY,actor1 actor2 DEFENSE SECRETARY event_code 114 event_root_code 11 country US,114,11,,DEFENSE SECRETARY,US,-2.0,6,1,6,1.95694716242661,1270696316,1270696316
2025-10-26 02:15:00+00:00,2025-10-26 02:15:00+00:00,DATEADDED_UTC,2025-10-26,ynetnews.com,https://www.ynetnews.com/culture/article/rjtw7eiree,1270702937,ISRAEL 141 GOVERNMENT,actor1 ISRAEL actor2 GOVERNMENT event_code 141 event_root_code 14 country IS,141,14,ISRAEL,GOVERNMENT,IS,-6.5,7,1,7,-1.84696569920844,1270702937,1270702937
2025-10-26 05:30:00+00:00,2025-10-26 05:30:00+00:00,DATEADDED_UTC,2025-10-26,spacewar.com,https://www.spacewar.com/reports/US_deploys_carrier_strike_group_to_the_Caribbean_999.html,1270714833,PRESIDENT 131 VENEZUELA,actor1 PRESIDENT actor2 VENEZUELA event_code 131 event_root_code 13 country VE,131,13,PRESIDENT,VENEZUELA,VE,-5.8,6,1,6,-7.57894736842102,1270714833,1270714833
2025-10-26 05:30:00+00:00,2025-10-26 05:30:00+00:00,DATEADDED_UTC,2025-10-26,en.vietnamplus.vn,https://en.vietnamplus.vn/indonesia-urges-stronger-asean-cooperation-to-combat-cybercrime-post331251.vnp,1270714857,INDONESIA 190 ASEAN,actor1 INDONESIA actor2 ASEAN event_code 190 event_root_code 19 country ID,190,19,INDONESIA,ASEAN,ID,-10.0,10,1,10,0.35211267605633,1270714857,1270714857
2025-10-26 06:00:00+00:00,2025-10-26 06:00:00+00:00,DATEADDED_UTC,2025-10-26,yahoo.com,https://www.yahoo.com/news/articles/shooting-university-pennsylvania-leaves-least-053345059.html,1270717348,PENNSYLVANIA 182 AUTHORITIES,actor1 PENNSYLVANIA actor2 AUTHORITIES event_code 182 event_root_code 18 country US,182,18,PENNSYLVANIA,AUTHORITIES,US,-9.5,20,2,20,-6.61157024793388,1270717348,1270717348
2025-10-26 09:45:00+00:00,2025-10-26 09:45:00+00:00,DATEADDED_UTC,2025-10-26,thedailystar.net,https://www.thedailystar.net/slow-reads/focus/news/sher-e-bangla-and-his-political-rivals-4018756,1270737836,CHIEF MINISTER 160 ABDULLAH,actor1 CHIEF MINISTER actor2 ABDULLAH event_code 160 event_root_code 16 country IN,160,16,CHIEF MINISTER,ABDULLAH,IN,-4.0,6,1,6,-0.67969413763806,1270737836,1270737836
2025-10-26 10:45:00+00:00,2025-10-26 10:45:00+00:00,DATEADDED_UTC,2025-10-26,tribune.com.pk,https://tribune.com.pk/story/2574188/the-upcoming-gsp-plus-assessment,1270744530,PAKISTAN 190 EUROPE,actor1 PAKISTAN actor2 EUROPE event_code 190 event_root_code 19 country IN,190,19,PAKISTAN,EUROPE,IN,-10.0,10,1,10,-0.98591549295775,1270744530,1270744530
2025-10-26 11:45:00+00:00,2025-10-26 11:45:00+00:00,DATEADDED_UTC,2025-10-26,imemc.org,https://imemc.org/article/israeli-troops-continue-attacks-throughout-west-bank/,1270751020,WEST BANK 100 ISRAEL,actor1 WEST BANK actor2 ISRAEL event_code 100 event_root_code 10 country IS,100,10,WEST BANK,ISRAEL,IS,-5.0,5,1,5,-9.23566878980892,1270751020,1270751020
